step,cube_x,cube_y,cube_z,target_distance,reward,success
22,0.5499984835286291,9.996117703898629e-07,0.02998883584226921,0.2000015167854626,-0.2000015167854626,False
23,0.54999846508171,1.0510732896987598e-06,0.02998881760532532,0.20000153523366432,-0.20000153523366432,False
24,0.5499984480936573,1.1025348542503895e-06,0.02998880082772986,0.20000155222293287,-0.20000155222293287,False
25,0.5499984324477284,1.153996459028999e-06,0.029988785392703412,0.2000015678700169,-0.2000015678700169,False
26,0.5499984180365225,1.2054580980184155e-06,0.029988771192811924,0.2000015822823231,-0.2000015822823231,False
27,0.5499984047612347,1.2569197668598616e-06,0.029988758129216836,0.20000159555866148,-0.20000159555866148,False
28,0.5499983925309635,1.3083814607449213e-06,0.029988746110992507,0.2000016077899386,-0.2000016077899386,False
29,0.5499983812620868,1.3598431755437828e-06,0.029988735054483653,0.20000161905978106,-0.20000161905978106,False
30,0.5499983708776688,1.4113049083603077e-06,0.029988724882735136,0.2000016294451287,-0.2000016294451287,False
31,0.5499983613069354,1.4627666564193952e-06,0.029988715524944438,0.20000163901675963,-0.20000163901675963,False
32,0.5499983524847719,1.5142284159019208e-06,0.029988706915978984,0.200001647839792,-0.200001647839792,False
33,0.5499983443512775,1.5656901843978654e-06,0.029988698995915407,0.20000165597413003,-0.20000165597413003,False
34,0.5499983368513434,1.6171519591133905e-06,0.02998869170962642,0.20000166347488543,-0.20000166347488543,False
35,0.5499983299342707,1.6686137390122983e-06,0.029988685006396582,0.20000167039275998,-0.20000167039275998,False
36,0.5499983235534177,1.7200755215604265e-06,0.02998867883956857,0.20000167677439787,-0.20000167677439787,False
37,0.5499983176658758,1.771537305436263e-06,0.02998867316621785,0.20000168266271018,-0.20000168266271018,False
38,0.5499983122321699,1.8229990887242354e-06,0.029988667946855275,0.20000168809717422,-0.20000168809717422,False
39,0.549998307215982,1.8744608700367478e-06,0.029988663145153124,0.20000169311410992,-0.20000169311410992,False
40,0.5499983025839033,1.9259226482633354e-06,0.029988658727687936,0.20000169774692803,-0.20000169774692803,False
41,0.5499982983051966,1.977384421992092e-06,0.02998865466371271,0.2000017020263673,-0.2000017020263673,False
42,0.5499982943515851,2.0288461899322086e-06,0.02998865092494039,0.20000170598070635,-0.20000170598070635,False
43,0.549998290697054,2.0803079511733567e-06,0.029988647485347825,0.20000170963596137,-0.20000170963596137,False
44,0.5499982873176714,2.1317697055043346e-06,0.029988644320993515,0.20000171301606545,-0.20000171301606545,False
45,0.5499982841914198,2.1832314520830353e-06,0.029988641409852496,0.20000171614303747,-0.20000171614303747,False
46,0.549998281298044,2.234693189687158e-06,0.029988638731661875,0.20000171903713385,-0.20000171903713385,False
47,0.5499982786189083,2.286154917658901e-06,0.029988636267781206,0.20000172171699113,-0.20000172171699113,False
48,0.5499982761368704,2.337616636195694e-06,0.029988634001060232,0.2000017241997527,-0.2000017241997527,False
49,0.5499982738361586,2.3890783433698294e-06,0.029988631915721698,0.20000172650119105,-0.20000172650119105,False
50,0.5499982717022632,2.440540039894422e-06,0.0299886299972514,0.20000172863581683,-0.20000172863581683,False
51,0.5510580471286762,2.5257279211068204e-06,0.029988521100459478,0.19894195321852162,-0.19894195321852162,False
52,0.5524681989725196,2.6699146786000662e-06,0.029988513659335025,0.19753180137948562,-0.19753180137948562,False
53,0.5539926951640121,2.8407191479480813e-06,0.02998848555847605,0.1960073051947808,-0.1960073051947808,False
54,0.5555530106639491,2.9944999545987383e-06,0.029988466950897193,0.19444698970113303,-0.19444698970113303,False
55,0.5571230951601427,3.3396352877409115e-06,0.029988397875307302,0.19287690521772125,-0.19287690521772125,False
56,0.5586944805036235,3.6276505727689406e-06,0.029988329354343344,0.19130551988675684,-0.19130551988675684,False
57,0.5602645380932196,3.857814934311018e-06,0.029988242034709133,0.18973546231032243,-0.18973546231032243,False
58,0.5618324977581443,4.072383839517687e-06,0.029988164667353726,0.18816750265813223,-0.18816750265813223,False
59,0.5633982420020365,4.279574623744503e-06,0.029988092250158166,0.18660175842697682,-0.18660175842697682,False
60,0.564961853250361,4.4808059300313255e-06,0.029988022464576148,0.18503814719154513,-0.18503814719154513,False
61,0.5665234704871248,4.676604540322283e-06,0.02998795479947828,0.1834765299678584,-0.1834765299678584,False
62,0.5680832426956182,4.867467931809188e-06,0.029987889153362788,0.1819167577726313,-0.1819167577726313,False
63,0.5696413139823039,5.053923978872562e-06,0.02998782550135807,0.18035868649940445,-0.18035868649940445,False
64,0.5711978192682541,5.236493722823245e-06,0.029987763826286783,0.17880218122711128,-0.17880218122711128,False
65,0.5727528996213075,5.385916868355591e-06,0.02998771031241475,0.1772471008865838,-0.1772471008865838,False
66,0.5743066413830714,5.5551265855506305e-06,0.029987664915154505,0.17569335913776146,-0.17569335913776146,False
67,0.5758591766656023,5.6989298000035485e-06,0.029987621184077287,0.1741408238676239,-0.1741408238676239,False
68,0.5774105917294376,5.8356901084374485e-06,0.029987587768305436,0.17258940881555168,-0.17258940881555168,False
69,0.5789609746681582,5.970555147420689e-06,0.0299875602152319,0.17103902588842756,-0.17103902588842756,False
70,0.5805104074181159,6.104749547938975e-06,0.029987535811672947,0.16948959315013126,-0.16948959315013126,False
71,0.5820589656136749,6.238570682774802e-06,0.029987513456061703,0.16794103496639046,-0.16794103496639046,False
72,0.5836067190465345,6.372108991595604e-06,0.02998749266641564,0.16639328154554822,-0.16639328154554822,False
73,0.5851537320363267,6.505421323878579e-06,0.02998747321502766,0.1648462685679965,-0.1648462685679965,False
74,0.5867000638090364,6.6385668071247364e-06,0.029987454984537386,0.16329993680776722,-0.16329993680776722,False
75,0.588245768875189,6.77160948425579e-06,0.02998743790836004,0.16175423175434894,-0.16175423175434894,False
76,0.589790904788608,6.888112588062201e-06,0.029987426577454675,0.16020909585285703,-0.16020909585285703,False
77,0.5913355047085337,7.017884479226846e-06,0.02998741731030119,0.15866449594559748,-0.15866449594559748,False
78,0.5928796227766938,7.134640006549146e-06,0.02998741064993322,0.15712037788965777,-0.15712037788965777,False
79,0.594423293165335,7.2489908554529635e-06,0.029987408849724007,0.15557670751306002,-0.15557670751306002,False
80,0.5959665508470537,7.363629218609231e-06,0.029987409856734884,0.1540334498434935,-0.1540334498434935,False
81,0.5975094285430146,7.479044888315781e-06,0.029987412351844517,0.1524905721599305,-0.1524905721599305,False
82,0.5990519564784227,7.595273269487235e-06,0.02998741582076504,0.15094804423722005,-0.15094804423722005,False
83,0.600594162557967,7.712275535008402e-06,0.02998742004487747,0.1494058381707008,-0.1494058381707008,False
84,0.602136072505007,7.830479826541001e-06,0.029987424869635255,0.14786392823706146,-0.14786392823706146,False
85,0.6036777100237812,7.95015681133455e-06,0.029987430097244777,0.14632229073210992,-0.14632229073210992,False
86,0.6052191008534697,8.067565981774757e-06,0.029987438160426712,0.1447808999162638,-0.1447808999162638,False
87,0.6067602621764374,8.185650412180913e-06,0.029987448054761185,0.14323973860741002,-0.14323973860741002,False
88,0.6083012115006557,8.305396948834441e-06,0.029987458706331835,0.14169878929774085,-0.14169878929774085,False
89,0.6098419654789436,8.42701091233621e-06,0.029987469508354438,0.14015803533452287,-0.14015803533452287,False
90,0.6113825395855478,8.550522176047284e-06,0.029987480287023867,0.1386174612435492,-0.1386174612435492,False
91,0.6129229496598648,8.675323905891765e-06,0.029987493396411696,0.13707705118519412,-0.13707705118519412,False
92,0.6144632083757946,8.801759767528806e-06,0.029987506663857567,0.1355367924857959,-0.1355367924857959,False
93,0.6160033271138085,8.930159020237507e-06,0.029987519441779593,0.13399667376498975,-0.13399667376498975,False
94,0.617543316729781,9.06060573619613e-06,0.029987531707394797,0.13245668416693815,-0.13245668416693815,False
95,0.6190831874302343,9.193104968111338e-06,0.02998754347772137,0.13091681348514903,-0.13091681348514903,False
96,0.6206229486776433,9.327647437299138e-06,0.02998755478697098,0.129377052257176,-0.129377052257176,False
97,0.6221626092041178,9.46422319957431e-06,0.02998756566295004,0.12783739175094025,-0.12783739175094025,False
98,0.6237021773579485,9.602639824638872e-06,0.029987575334029327,0.1262978236182481,-0.1262978236182481,False
99,0.6252416604440166,9.7429195023655e-06,0.029987584085434633,0.12475834055423092,-0.12475834055423092,False
100,0.6267810652406162,9.885093444327928e-06,0.029987592105504515,0.1232189357806186,-0.1232189357806186,False
101,0.6283203980053156,1.0029184424106144e-05,0.029987599504393298,0.12167960303987534,-0.12167960303987534,False
102,0.6298596644989843,1.0175211294821915e-05,0.029987606349097997,0.12014033657117043,-0.12014033657117043,False
103,0.6313988700211809,1.0323191599909764e-05,0.029987612681736556,0.11860113107498883,-0.11860113107498883,False
104,0.6329380194463758,1.0473142684229223e-05,0.0299876185297482,0.1170619816769074,-0.1170619816769074,False
105,0.6344771172591338,1.0613097263764757e-05,0.029987613484451257,0.11552288389242853,-0.11552288389242853,False
106,0.6360161477071103,1.0744442797324797e-05,0.02998760206633378,0.11398385347354728,-0.11398385347354728,False
107,0.6375551280350411,1.0874732445598525e-05,0.02998756669866734,0.1124448731782058,-0.1124448731782058,False
108,0.6390940631256665,1.100423826788784e-05,0.02998751235015006,0.11090593812329573,-0.11090593812329573,False
109,0.6406329569112728,1.1132851483598597e-05,0.029987442684107735,0.10936704437625662,-0.10936704437625662,False
110,0.6421718085815922,1.1260164861910841e-05,0.029987200394879766,0.10782819276602017,-0.10782819276602017,False
111,0.643710594880861,1.1409301722213702e-05,0.029987037418533934,0.10628940652191605,-0.10628940652191605,False
112,0.6452492965589041,1.1544226417354116e-05,0.029986766721283368,0.10475070491310909,-0.10475070491310909,False
113,0.6467879107815617,1.1711064208003543e-05,0.029986606165446447,0.10321209075190121,-0.10321209075190121,False
114,0.648326485426276,1.1856937457775639e-05,0.029986315882403122,0.10167351618595327,-0.10167351618595327,False
115,0.6498650199877312,1.201948063683818e-05,0.029986215988214448,0.10013498168234902,-0.10013498168234902,False
116,0.6514035396450362,1.210436797980873e-05,0.029985871491855616,0.09859646211025233,-0.09859646211025233,False
117,0.6529420172122951,1.2255138331410844e-05,0.02998576002454369,0.09705798460602685,-0.09705798460602685,False
118,0.6544805024834314,1.2482313292822315e-05,0.029985769127309776,0.09551949939223742,-0.09551949939223742,False
119,0.6560189594754461,1.2692916434215535e-05,0.02998582521389574,0.09398104245065882,-0.09398104245065882,False
120,0.6575574253069976,1.2826509763877359e-05,0.02998559195633002,0.09244257670566311,-0.09244257670566311,False
121,0.6590958607305398,1.2954851204620227e-05,0.029985388152481626,0.09090414136691281,-0.09090414136691281,False
122,0.6606343062140736,1.3197014785914376e-05,0.02998546807895593,0.08936569594188754,-0.08936569594188754,False
123,0.6621727639017783,1.340916943513613e-05,0.029985546703550407,0.0878272383111093,-0.0878272383111093,False
124,0.663711235268308,1.3518321735455028e-05,0.029985294786463498,0.08628876704362869,-0.08628876704362869,False
125,0.6652497022331023,1.3777875319513642e-05,0.029985443625286854,0.08475030013690639,-0.08475030013690639,False
126,0.6667881784279007,1.3995983128717088e-05,0.02998554293407625,0.08321182400501258,-0.08321182400501258,False
127,0.6683266575214182,1.4103533642147182e-05,0.02998529443440338,0.08167334502019027,-0.08167334502019027,False
128,0.669865163490192,1.4373506163373943e-05,0.02998546166127265,0.08013483911766861,-0.08013483911766861,False
129,0.6714036697214922,1.4590400551689752e-05,0.029985560030468244,0.0785963329592468,-0.0785963329592468,False
130,0.6729421613282588,1.4725772577418065e-05,0.029985393788746456,0.0770578414630846,-0.0770578414630846,False
131,0.6744805995556463,1.4873462602046038e-05,0.029985252513944082,0.0755194033489598,-0.0755194033489598,False
132,0.6760191793849839,1.5167553795619779e-05,0.02998544239952248,0.07398082360213092,-0.07398082360213092,False
133,0.6775577362489621,1.535013412468864e-05,0.02998534161552529,0.07244226686037505,-0.07244226686037505,False
134,0.6790962261500293,1.5496275943869018e-05,0.02998517714746045,0.07090377709275661,-0.07090377709275661,False
135,0.6806348288301194,1.5803433876741895e-05,0.02998537611989284,0.06936517451166131,-0.06936517451166131,False
136,0.6821733950441613,1.5992464076092505e-05,0.029985274749243212,0.06782660843966268,-0.06782660843966268,False
137,0.6837118820853886,1.614682928405326e-05,0.02998510958599194,0.06628812155360833,-0.06628812155360833,False
138,0.6852504772827297,1.6464278023626243e-05,0.02998530899707655,0.06474952647712816,-0.06474952647712816,False
139,0.6867890359434499,1.666945339689901e-05,0.02998522350529604,0.0632109679816244,-0.0632109679816244,False
140,0.6883275141723223,1.6893705439034e-05,0.029985199741817174,0.06167248991738564,-0.06167248991738564,False
141,0.6898659549464778,1.7088919717302953e-05,0.029985068553495114,0.060134049335449746,-0.060134049335449746,False
142,0.6914044614084155,1.7413918677721637e-05,0.029985251270764044,0.058595543035349085,-0.058595543035349085,False
143,0.6929429526175825,1.7672646177003682e-05,0.02998535241295141,0.05705705199950012,-0.05705705199950012,False
144,0.6944815016786586,1.7973321899461702e-05,0.029985452900170274,0.05551850313647873,-0.05551850313647873,False
